"","X","Y","phase","predictions_gp","predictions_lin","lower_bound_gp","upper_bound_gp","stock","stock_type"
"346",346,0.0268144714643582,"train",NA,NA,NA,NA,"NVDA","information tech"
"347",347,0.0276239327891481,"train",NA,NA,NA,NA,"NVDA","information tech"
"348",348,0.026558852098635,"train",NA,NA,NA,NA,"NVDA","information tech"
"349",349,0.026644058553876,"train",NA,NA,NA,NA,"NVDA","information tech"
"350",350,0.0273257101958044,"train",NA,NA,NA,NA,"NVDA","information tech"
"351",351,0.0282203779758355,"train",NA,NA,NA,NA,"NVDA","information tech"
"352",352,0.0279328061893969,"train",NA,NA,NA,NA,"NVDA","information tech"
"353",353,0.0286464102520407,"train",NA,NA,NA,NA,"NVDA","information tech"
"354",354,0.0280073618377328,"train",NA,NA,NA,NA,"NVDA","information tech"
"355",355,0.027368313423425,"train",NA,NA,NA,NA,"NVDA","information tech"
"356",356,0.0297540941701743,"train",NA,NA,NA,NA,"NVDA","information tech"
"357",357,0.0293067602801588,"train",NA,NA,NA,NA,"NVDA","information tech"
"358",358,0.0294984748044512,"train",NA,NA,NA,NA,"NVDA","information tech"
"359",359,0.0305209522673438,"train",NA,NA,NA,NA,"NVDA","information tech"
"360",360,0.030861778088308,"train",NA,NA,NA,NA,"NVDA","information tech"
"361",361,0.0307765716330669,"train",NA,NA,NA,NA,"NVDA","information tech"
"362",362,0.0305635554949643,"train",NA,NA,NA,NA,"NVDA","information tech"
"363",363,0.0268996779195992,"train",NA,NA,NA,NA,"NVDA","information tech"
"364",364,0.027368313423425,"train",NA,NA,NA,NA,"NVDA","information tech"
"365",365,0.0270274876024608,"train",NA,NA,NA,NA,"NVDA","information tech"
"366",366,0.0253659617252603,"train",NA,NA,NA,NA,"NVDA","information tech"
"367",367,0.0254937714081219,"train",NA,NA,NA,NA,"NVDA","information tech"
"368",368,0.0241304681242651,"train",NA,NA,NA,NA,"NVDA","information tech"
"369",369,0.0238322455309214,"train",NA,NA,NA,NA,"NVDA","information tech"
"370",370,0.0240878648966446,"train",NA,NA,NA,NA,"NVDA","information tech"
"371",371,0.0253659617252603,"train",NA,NA,NA,NA,"NVDA","information tech"
"372",372,0.0228949745232699,"train",NA,NA,NA,NA,"NVDA","information tech"
"373",373,0.0237044358480599,"train",NA,NA,NA,NA,"NVDA","information tech"
"374",374,0.0235340229375777,"train",NA,NA,NA,NA,"NVDA","information tech"
"375",375,0.0235766261651983,"train",NA,NA,NA,NA,"NVDA","information tech"
"376",376,0.0234914197099572,"train",NA,NA,NA,NA,"NVDA","information tech"
"377",377,0.0227245616127878,"train",NA,NA,NA,NA,"NVDA","information tech"
"378",378,0.0292854586663486,"train",NA,NA,NA,NA,"NVDA","information tech"
"379",379,0.0288594263901433,"train",NA,NA,NA,NA,"NVDA","information tech"
"380",380,0.0288594263901433,"train",NA,NA,NA,NA,"NVDA","information tech"
"381",381,0.0293280618939691,"train",NA,NA,NA,NA,"NVDA","information tech"
"382",382,0.0284333941139381,"train",NA,NA,NA,NA,"NVDA","information tech"
"383",383,0.0294558715768307,"train",NA,NA,NA,NA,"NVDA","information tech"
"384",384,0.0305635554949643,"train",NA,NA,NA,NA,"NVDA","information tech"
"385",385,0.030861778088308,"train",NA,NA,NA,NA,"NVDA","information tech"
"386",386,0.0303505393568617,"train",NA,NA,NA,NA,"NVDA","information tech"
"387",387,0.0295836812596922,"train",NA,NA,NA,NA,"NVDA","information tech"
"388",388,0.0296262844873128,"train",NA,NA,NA,NA,"NVDA","information tech"
"389",389,0.0297540941701743,"train",NA,NA,NA,NA,"NVDA","information tech"
"390",390,0.0312239055230824,"train",NA,NA,NA,NA,"NVDA","information tech"
"391",391,0.0302653329016206,"train",NA,NA,NA,NA,"NVDA","information tech"
"392",392,0.030946984543549,"train",NA,NA,NA,NA,"NVDA","information tech"
"393",393,0.0312026039092722,"train",NA,NA,NA,NA,"NVDA","information tech"
"394",394,0.0313943184335645,"train",NA,NA,NA,NA,"NVDA","information tech"
"395",395,0.0322037797583545,"train",NA,NA,NA,NA,"NVDA","information tech"
"396",396,0.0336735911112626,"train",NA,NA,NA,NA,"NVDA","information tech"
"397",397,0.0334179717455394,"train",NA,NA,NA,NA,"NVDA","information tech"
"398",398,0.03265111364837,"train",NA,NA,NA,NA,"NVDA","information tech"
"399",399,0.0315860329578569,"train",NA,NA,NA,NA,"NVDA","information tech"
"400",400,0.0318842555512006,"train",NA,NA,NA,NA,"NVDA","information tech"
"401",401,0.0310321909987901,"train",NA,NA,NA,NA,"NVDA","information tech"
"402",402,0.0297966973977949,"train",NA,NA,NA,NA,"NVDA","information tech"
"403",403,0.0286890134796612,"train",NA,NA,NA,NA,"NVDA","information tech"
"404",404,0.0298606022392257,"train",NA,NA,NA,NA,"NVDA","information tech"
"405",405,0.0299245070806564,"train",NA,NA,NA,NA,"NVDA","information tech"
"406",406,0.0311600006816517,"train",NA,NA,NA,NA,"NVDA","information tech"
"407",407,0.0296262844873128,"train",NA,NA,NA,NA,"NVDA","information tech"
"408",408,0.0288168231625228,"train",NA,NA,NA,NA,"NVDA","information tech"
"409",409,0.0284759973415586,"train",NA,NA,NA,NA,"NVDA","information tech"
"410",410,0.0289446328453844,"train",NA,NA,NA,NA,"NVDA","information tech"
"411",411,0.0271979005129429,"train",NA,NA,NA,NA,"NVDA","information tech"
"412",412,0.0273470118096147,"train",NA,NA,NA,NA,"NVDA","information tech"
"413",413,0.0272192021267531,"train",NA,NA,NA,NA,"NVDA","information tech"
"414",414,0.0269422811472197,"train",NA,NA,NA,NA,"NVDA","information tech"
"415",415,0.0261754230500503,"train",NA,NA,NA,NA,"NVDA","information tech"
"416",416,0.0258345972290861,"train",NA,NA,NA,NA,"NVDA","information tech"
"417",417,0.0260050101395682,"train",NA,NA,NA,NA,"NVDA","information tech"
"418",418,0.0255363746357424,"train",NA,NA,NA,NA,"NVDA","information tech"
"419",419,0.0247056116971422,"train",NA,NA,NA,NA,"NVDA","information tech"
"420",420,0.0261328198224298,"train",NA,NA,NA,NA,"NVDA","information tech"
"421",421,0.0246417068557114,"train",NA,NA,NA,NA,"NVDA","information tech"
"422",422,0.0201044631141255,"train",NA,NA,NA,NA,"NVDA","information tech"
"423",423,0.0198488437484024,"train",NA,NA,NA,NA,"NVDA","information tech"
"424",424,0.0215103696256028,"train",NA,NA,NA,NA,"NVDA","information tech"
"425",425,0.0226393551575467,"train",NA,NA,NA,NA,"NVDA","information tech"
"426",426,0.0226819583851673,"train",NA,NA,NA,NA,"NVDA","information tech"
"427",427,0.0225541487023057,"train",NA,NA,NA,NA,"NVDA","information tech"
"428",428,0.0231931971166136,"train",NA,NA,NA,NA,"NVDA","information tech"
"429",429,0.0263884391881529,"train",NA,NA,NA,NA,"NVDA","information tech"
"430",430,0.0245565004004703,"train",NA,NA,NA,NA,"NVDA","information tech"
"431",431,0.0262393278914811,"train",NA,NA,NA,NA,"NVDA","information tech"
"432",432,0.0270700908300813,"train",NA,NA,NA,NA,"NVDA","information tech"
"433",433,0.0271126940577018,"train",NA,NA,NA,NA,"NVDA","information tech"
"434",434,0.0289872360730049,"train",NA,NA,NA,NA,"NVDA","information tech"
"435",435,0.0284546957277483,"train",NA,NA,NA,NA,"NVDA","information tech"
"436",436,0.0279647586101123,"train",NA,NA,NA,NA,"NVDA","information tech"
"437",437,0.0315860329578569,"train",NA,NA,NA,NA,"NVDA","information tech"
"438",438,0.0329919394693342,"train",NA,NA,NA,NA,"NVDA","information tech"
"439",439,0.0340996233874678,"train",NA,NA,NA,NA,"NVDA","information tech"
"440",440,0.0340996233874678,"train",NA,NA,NA,NA,"NVDA","information tech"
"441",441,0.0344830524360526,"train",NA,NA,NA,NA,"NVDA","information tech"
"442",442,0.03265111364837,"train",NA,NA,NA,NA,"NVDA","information tech"
"443",443,0.0336309878836421,"train",NA,NA,NA,NA,"NVDA","information tech"
"444",444,0.0326085104207495,"train",NA,NA,NA,NA,"NVDA","information tech"
"445",445,0.0320333668478724,"train",NA,NA,NA,NA,"NVDA","information tech"
"446",446,0.0316286361854774,"train",NA,NA,NA,NA,"NVDA","information tech"
"447",447,0.0326298120345597,"train",NA,NA,NA,NA,"NVDA","information tech"
"448",448,0.032246382985975,"train",NA,NA,NA,NA,"NVDA","information tech"
"449",449,0.0342700362979499,"train",NA,NA,NA,NA,"NVDA","information tech"
"450",450,0.0335883846560215,"train",NA,NA,NA,NA,"NVDA","information tech"
"451",451,0.0349942911674989,"train",NA,NA,NA,NA,"NVDA","information tech"
"452",452,0.0354842282851349,"train",NA,NA,NA,NA,"NVDA","information tech"
"453",453,0.0360167686303914,"train",NA,NA,NA,NA,"NVDA","information tech"
"454",454,0.0359741654027709,"train",NA,NA,NA,NA,"NVDA","information tech"
"455",455,0.037443976755679,"train",NA,NA,NA,NA,"NVDA","information tech"
"456",456,0.0376782945075919,"train",NA,NA,NA,NA,"NVDA","information tech"
"457",457,0.0360167686303914,"train",NA,NA,NA,NA,"NVDA","information tech"
"458",458,0.036144578313253,"train",NA,NA,NA,NA,"NVDA","information tech"
"459",459,0.0384025493771408,"train",NA,NA,NA,NA,"NVDA","information tech"
"460",460,0.0375930880523508,"train",NA,NA,NA,NA,"NVDA","information tech"
"461",461,0.0381043267837971,"train",NA,NA,NA,NA,"NVDA","information tech"
"462",462,0.036954039638043,"train",NA,NA,NA,NA,"NVDA","information tech"
"463",463,0.0366558170446993,"train",NA,NA,NA,NA,"NVDA","information tech"
"464",464,0.0346960685741552,"train",NA,NA,NA,NA,"NVDA","information tech"
"465",465,0.0346534653465347,"train",NA,NA,NA,NA,"NVDA","information tech"
"466",466,0.0319694620064416,"train",NA,NA,NA,NA,"NVDA","information tech"
"467",467,0.0317138426407185,"train",NA,NA,NA,NA,"NVDA","information tech"
"468",468,0.0307552700192567,"train",NA,NA,NA,NA,"NVDA","information tech"
"469",469,0.0341422266150884,"train",NA,NA,NA,NA,"NVDA","information tech"
"470",470,0.0344830524360526,"train",NA,NA,NA,NA,"NVDA","information tech"
"471",471,0.0353351169884631,"train",NA,NA,NA,NA,"NVDA","information tech"
"472",472,0.0368688331828019,"train",NA,NA,NA,NA,"NVDA","information tech"
"473",473,0.0363149912237351,"train",NA,NA,NA,NA,"NVDA","information tech"
"474",474,0.0359741654027709,"train",NA,NA,NA,NA,"NVDA","information tech"
"475",475,0.036059371858012,"train",NA,NA,NA,NA,"NVDA","information tech"
"476",476,0.0359315621751504,"train",NA,NA,NA,NA,"NVDA","information tech"
"477",477,0.0351221008503604,"train",NA,NA,NA,NA,"NVDA","information tech"
"478",478,0.0337587975665036,"train",NA,NA,NA,NA,"NVDA","information tech"
"479",479,0.0340996233874678,"train",NA,NA,NA,NA,"NVDA","information tech"
"480",480,0.03265111364837,"train",NA,NA,NA,NA,"NVDA","information tech"
"481",481,0.0300949199911385,"train",NA,NA,NA,NA,"NVDA","information tech"
"482",482,0.0298606022392257,"train",NA,NA,NA,NA,"NVDA","information tech"
"483",483,0.0329493362417137,"train",NA,NA,NA,NA,"NVDA","information tech"
"484",484,0.0332901620626779,"train",NA,NA,NA,NA,"NVDA","information tech"
"485",485,0.0322250813721648,"train",NA,NA,NA,NA,"NVDA","information tech"
"486",486,0.0320759700754929,"train",NA,NA,NA,NA,"NVDA","information tech"
"487",487,0.0324380975102674,"train",NA,NA,NA,NA,"NVDA","information tech"
"488",488,0.03184165232358,"train",NA,NA,NA,NA,"NVDA","information tech"
"489",489,0.0333753685179189,"train",NA,NA,NA,NA,"NVDA","information tech"
"490",490,0.0336309878836421,"train",NA,NA,NA,NA,"NVDA","information tech"
"491",491,0.0348238782570168,"train",NA,NA,NA,NA,"NVDA","information tech"
"492",492,0.0363149912237351,"train",NA,NA,NA,NA,"NVDA","information tech"
"493",493,0.0365706105894583,"train",NA,NA,NA,NA,"NVDA","information tech"
"494",494,0.0361658799270633,"train",NA,NA,NA,NA,"NVDA","information tech"
"495",495,0.0319694620064416,"train",NA,NA,NA,NA,"NVDA","information tech"
"496",496,0.0306061587225848,"train",NA,NA,NA,NA,"NVDA","information tech"
"497",497,0.0326085104207495,"train",NA,NA,NA,NA,"NVDA","information tech"
"498",498,0.0301588248325693,"train",NA,NA,NA,NA,"NVDA","information tech"
"499",499,0.0319268587788211,"train",NA,NA,NA,NA,"NVDA","information tech"
"500",500,0.0340144169322268,"train",NA,NA,NA,NA,"NVDA","information tech"
"501",501,0.0342274330703294,"train",NA,NA,NA,NA,"NVDA","information tech"
"502",502,0.0356120379679965,"train",NA,NA,NA,NA,"NVDA","information tech"
"503",503,0.035249910533222,"train",NA,NA,NA,NA,"NVDA","information tech"
"504",504,0.0351647040779809,"train",NA,NA,NA,NA,"NVDA","information tech"
"505",505,0.0375930880523508,"train",NA,NA,NA,NA,"NVDA","information tech"
"506",506,0.0369966428656635,"train",NA,NA,NA,NA,"NVDA","information tech"
"507",507,0.0433445237811217,"train",NA,NA,NA,NA,"NVDA","information tech"
"508",508,0.0433871270087422,"train",NA,NA,NA,NA,"NVDA","information tech"
"509",509,0.0436640479882756,"train",NA,NA,NA,NA,"NVDA","information tech"
"510",510,0.0425776656839522,"train",NA,NA,NA,NA,"NVDA","information tech"
"511",511,0.0428119834358651,"train",NA,NA,NA,NA,"NVDA","information tech"
"512",512,0.0434936350777935,"train",NA,NA,NA,NA,"NVDA","information tech"
"513",513,0.0427480785944343,"train",NA,NA,NA,NA,"NVDA","information tech"
"514",514,0.0433871270087422,"train",NA,NA,NA,NA,"NVDA","information tech"
"515",515,0.0426628721391933,"train",NA,NA,NA,NA,"NVDA","information tech"
"516",516,0.0429184915049164,"train",NA,NA,NA,NA,"NVDA","information tech"
"517",517,0.0423220463182291,"train",NA,NA,NA,NA,"NVDA","information tech"
"518",518,0.0446013189959271,"train",NA,NA,NA,NA,"NVDA","information tech"
"519",519,0.0428332850496754,"train",NA,NA,NA,NA,"NVDA","information tech"
"520",520,0.0438983657401885,"train",NA,NA,NA,NA,"NVDA","information tech"
"521",521,0.045730304527871,"train",NA,NA,NA,NA,"NVDA","information tech"
"522",522,0.0444096044716348,"train",NA,NA,NA,NA,"NVDA","information tech"
"523",523,0.0446652238373579,"train",NA,NA,NA,NA,"NVDA","information tech"
"524",524,0.0463054481007481,"train",NA,NA,NA,NA,"NVDA","information tech"
"525",525,0.0458155109831121,"train",NA,NA,NA,NA,"NVDA","information tech"
"526",526,0.0449208432030811,"train",NA,NA,NA,NA,"NVDA","information tech"
"527",527,0.0450486528859426,"train",NA,NA,NA,NA,"NVDA","information tech"
"528",528,0.0461989400316968,"train",NA,NA,NA,NA,"NVDA","information tech"
"529",529,0.0473918304050715,"train",NA,NA,NA,NA,"NVDA","information tech"
"530",530,0.0457729077554916,"train",NA,NA,NA,NA,"NVDA","information tech"
"531",531,0.0472427191083997,"train",NA,NA,NA,NA,"NVDA","information tech"
"532",532,0.048329101412723,"train",NA,NA,NA,NA,"NVDA","information tech"
"533",533,0.0450912561135632,"train",NA,NA,NA,NA,"NVDA","information tech"
"534",534,0.0437705560573269,"train",NA,NA,NA,NA,"NVDA","information tech"
"535",535,0.0379765171009356,"train",NA,NA,NA,NA,"NVDA","information tech"
"536",536,0.0376569928937816,"train",NA,NA,NA,NA,"NVDA","information tech"
"537",537,0.0394250268400334,"train",NA,NA,NA,NA,"NVDA","information tech"
"538",538,0.0398084558886181,"train",NA,NA,NA,NA,"NVDA","information tech"
"539",539,0.0374865799832995,"train",NA,NA,NA,NA,"NVDA","information tech"
"540",540,0.037848707418074,"train",NA,NA,NA,NA,"NVDA","information tech"
"541",541,0.0380617235561766,"train",NA,NA,NA,NA,"NVDA","information tech"
"542",542,0.0406392188272183,"train",NA,NA,NA,NA,"NVDA","information tech"
"543",543,0.0414699817658186,"train",NA,NA,NA,NA,"NVDA","information tech"
"544",544,0.042151633407747,"train",NA,NA,NA,NA,"NVDA","information tech"
"545",545,0.0443030964025835,"train",NA,NA,NA,NA,"NVDA","information tech"
"546",546,0.0453042722516658,"train",NA,NA,NA,NA,"NVDA","information tech"
"547",547,0.0444096044716348,"train",NA,NA,NA,NA,"NVDA","information tech"
"548",548,0.0436001431468448,"train",NA,NA,NA,NA,"NVDA","information tech"
"549",549,0.044750430292599,"train",NA,NA,NA,NA,"NVDA","information tech"
"550",550,0.0441539851059116,"train",NA,NA,NA,NA,"NVDA","information tech"
"551",551,0.0429184915049164,"train",NA,NA,NA,NA,"NVDA","information tech"
"552",552,0.0424498560010906,"train",NA,NA,NA,NA,"NVDA","information tech"
"553",553,0.0423007447044188,"train",NA,NA,NA,NA,"NVDA","information tech"
"554",554,0.0433871270087422,"train",NA,NA,NA,NA,"NVDA","information tech"
"555",555,0.0430036979601575,"train",NA,NA,NA,NA,"NVDA","information tech"
"556",556,0.0421942366353675,"train",NA,NA,NA,NA,"NVDA","information tech"
"557",557,0.0429184915049164,"train",NA,NA,NA,NA,"NVDA","information tech"
"558",558,0.0433658253949319,"train",NA,NA,NA,NA,"NVDA","information tech"
"559",559,0.0426628721391933,"train",NA,NA,NA,NA,"NVDA","information tech"
"560",560,0.0428971898911062,"train",NA,NA,NA,NA,"NVDA","information tech"
"561",561,0.0452616690240453,"train",NA,NA,NA,NA,"NVDA","information tech"
"562",562,0.0446652238373579,"train",NA,NA,NA,NA,"NVDA","information tech"
"563",563,0.0421942366353675,"train",NA,NA,NA,NA,"NVDA","information tech"
"564",564,0.0424924592287112,"train",NA,NA,NA,NA,"NVDA","information tech"
"565",565,0.0441539851059116,"train",NA,NA,NA,NA,"NVDA","information tech"
"566",566,0.0370605477070943,"train",NA,NA,NA,NA,"NVDA","information tech"
"567",567,0.0362297847684941,"train",NA,NA,NA,NA,"NVDA","information tech"
"568",568,0.0370818493209045,"train",NA,NA,NA,NA,"NVDA","information tech"
"569",569,0.0375930880523508,"train",NA,NA,NA,NA,"NVDA","information tech"
"570",570,0.0390415977914487,"train",NA,NA,NA,NA,"NVDA","information tech"
"571",571,0.0390842010190692,"train",NA,NA,NA,NA,"NVDA","information tech"
"572",572,0.0389563913362076,"train",NA,NA,NA,NA,"NVDA","information tech"
"573",573,0.0379765171009356,"train",NA,NA,NA,NA,"NVDA","information tech"
"574",574,0.0379765171009356,"train",NA,NA,NA,NA,"NVDA","information tech"
"575",575,0.0373374686866277,"train",NA,NA,NA,NA,"NVDA","information tech"
"576",576,0.0372096590037661,"train",NA,NA,NA,NA,"NVDA","information tech"
"577",577,0.0366558170446993,"train",NA,NA,NA,NA,"NVDA","information tech"
"578",578,0.0413847753105775,"train",NA,NA,NA,NA,"NVDA","information tech"
"579",579,0.0426628721391933,"train",NA,NA,NA,NA,"NVDA","information tech"
"580",580,0.0426202689115727,"train",NA,NA,NA,NA,"NVDA","information tech"
"581",581,0.0436853496020859,"train",NA,NA,NA,NA,"NVDA","information tech"
"582",582,0.0417895059729725,"train",NA,NA,NA,NA,"NVDA","information tech"
"583",583,0.0407883301238902,"train",NA,NA,NA,NA,"NVDA","information tech"
"584",584,0.0424498560010906,"train",NA,NA,NA,NA,"NVDA","information tech"
"585",585,0.0431741108706396,"train",NA,NA,NA,NA,"NVDA","information tech"
"586",586,0.0410013462619928,"train",NA,NA,NA,NA,"NVDA","information tech"
"587",587,0.0414699817658186,"train",NA,NA,NA,NA,"NVDA","information tech"
"588",588,0.0398084558886181,"train",NA,NA,NA,NA,"NVDA","information tech"
"589",589,0.0407883301238902,"train",NA,NA,NA,NA,"NVDA","information tech"
"590",590,0.0382747396942792,"train",NA,NA,NA,NA,"NVDA","information tech"
"591",591,0.0381043267837971,"train",NA,NA,NA,NA,"NVDA","information tech"
"592",592,0.0392120107019308,"train",NA,NA,NA,NA,"NVDA","information tech"
"593",593,0.0402770913924439,"train",NA,NA,NA,NA,"NVDA","information tech"
"594",594,0.0418108075867828,"train",NA,NA,NA,NA,"NVDA","information tech"
"595",595,0.0415125849934391,"train",NA,NA,NA,NA,"NVDA","information tech"
"596",596,0.0411078543310441,"train",NA,NA,NA,NA,"NVDA","information tech"
"597",597,0.038743375198105,"train",NA,NA,NA,NA,"NVDA","information tech"
"598",598,0.037848707418074,"train",NA,NA,NA,NA,"NVDA","information tech"
"599",599,0.0385303590600024,"train",NA,NA,NA,NA,"NVDA","information tech"
"600",600,0.0366984202723198,"train",NA,NA,NA,NA,"NVDA","information tech"
"601",601,0.0340570201598473,"train",NA,NA,NA,NA,"NVDA","information tech"
"602",602,0.0340144169322268,"train",NA,NA,NA,NA,"NVDA","information tech"
"603",603,0.035249910533222,"train",NA,NA,NA,NA,"NVDA","information tech"
"604",604,0.0353351169884631,"train",NA,NA,NA,NA,"NVDA","information tech"
"605",605,0.0342700362979499,"train",NA,NA,NA,NA,"NVDA","information tech"
"606",606,0.03265111364837,"train",NA,NA,NA,NA,"NVDA","information tech"
"607",607,0.0320546684616827,"train",NA,NA,NA,NA,"NVDA","information tech"
"608",608,0.0310321909987901,"train",NA,NA,NA,NA,"NVDA","information tech"
"609",609,0.0324807007378879,"train",NA,NA,NA,NA,"NVDA","information tech"
"610",610,0.0330345426969547,"train",NA,NA,NA,NA,"NVDA","information tech"
"611",611,0.0330771459245753,"train",NA,NA,NA,NA,"NVDA","information tech"
"612",612,0.0324807007378879,"train",NA,NA,NA,NA,"NVDA","information tech"
"613",613,0.034355242753191,"train",NA,NA,NA,NA,"NVDA","information tech"
"614",614,0.0338440040217447,"train",NA,NA,NA,NA,"NVDA","information tech"
"615",615,0.0322676845997853,"train",NA,NA,NA,NA,"NVDA","information tech"
"616",616,0.03265111364837,"train",NA,NA,NA,NA,"NVDA","information tech"
"617",617,0.0310108893849798,"train",NA,NA,NA,NA,"NVDA","information tech"
"618",618,0.0320546684616827,"train",NA,NA,NA,NA,"NVDA","information tech"
"619",619,0.0310747942264106,"train",NA,NA,NA,NA,"NVDA","information tech"
"620",620,0.0306061587225848,"train",NA,NA,NA,NA,"NVDA","information tech"
"621",621,0.0323954942826469,"train",NA,NA,NA,NA,"NVDA","information tech"
"622",622,0.0334179717455394,"train",NA,NA,NA,NA,"NVDA","information tech"
"623",623,0.0336309878836421,"train",NA,NA,NA,NA,"NVDA","information tech"
"624",624,0.0333327652902984,"train",NA,NA,NA,NA,"NVDA","information tech"
"625",625,0.0347812750293962,"train",NA,NA,NA,NA,"NVDA","information tech"
"626",626,0.0351221008503604,"train",NA,NA,NA,NA,"NVDA","information tech"
"627",627,0.0360167686303914,"train",NA,NA,NA,NA,"NVDA","information tech"
"628",628,0.0354629266713246,"train",NA,NA,NA,NA,"NVDA","information tech"
"629",629,0.0462415432593173,"train",NA,NA,NA,NA,"NVDA","information tech"
"630",630,0.0496498014689593,"train",NA,NA,NA,NA,"NVDA","information tech"
"631",631,0.049138562737513,"train",NA,NA,NA,NA,"NVDA","information tech"
"632",632,0.0493941821032361,"train",NA,NA,NA,NA,"NVDA","information tech"
"633",633,0.0485421175508257,"train",NA,NA,NA,NA,"NVDA","information tech"
"634",634,0.0486273240060667,"train",NA,NA,NA,NA,"NVDA","information tech"
"635",635,0.0479882755917588,"train",NA,NA,NA,NA,"NVDA","information tech"
"636",636,0.0466675755355226,"train",NA,NA,NA,NA,"NVDA","information tech"
"637",637,0.0462841464869378,"train",NA,NA,NA,NA,"NVDA","information tech"
"638",638,0.0427480785944343,"train",NA,NA,NA,NA,"NVDA","information tech"
"639",639,0.0398084558886181,"train",NA,NA,NA,NA,"NVDA","information tech"
"640",640,0.0365706105894583,"train",NA,NA,NA,NA,"NVDA","information tech"
"641",641,0.0347386718017757,"train",NA,NA,NA,NA,"NVDA","information tech"
"642",642,0.041256965627716,"train",NA,NA,NA,NA,"NVDA","information tech"
"643",643,0.044750430292599,"train",NA,NA,NA,NA,"NVDA","information tech"
"644",644,0.0451764625688042,"train",NA,NA,NA,NA,"NVDA","information tech"
"645",645,0.0441113818782911,"train",NA,NA,NA,NA,"NVDA","information tech"
"646",646,0.0401918849372028,"train",NA,NA,NA,NA,"NVDA","information tech"
"647",647,0.0429610947325369,"train",NA,NA,NA,NA,"NVDA","information tech"
"648",648,0.0432167140982601,"train",NA,NA,NA,NA,"NVDA","information tech"
"649",649,0.0410013462619928,"train",NA,NA,NA,NA,"NVDA","information tech"
"650",650,0.0449634464307016,"train",NA,NA,NA,NA,"NVDA","information tech"
"651",651,0.043046301187778,"train",NA,NA,NA,NA,"NVDA","information tech"
"652",652,0.0445374141544963,"train",NA,NA,NA,NA,"NVDA","information tech"
"653",653,0.04483563674784,"train",NA,NA,NA,NA,"NVDA","information tech"
"654",654,0.0450060496583221,"train",NA,NA,NA,NA,"NVDA","information tech"
"655",655,0.0460711303488352,"train",NA,NA,NA,NA,"NVDA","information tech"
"656",656,0.0467527819907636,"train",NA,NA,NA,NA,"NVDA","information tech"
"657",657,0.0476474497707946,"train",NA,NA,NA,NA,"NVDA","information tech"
"658",658,0.0475622433155536,"train",NA,NA,NA,NA,"NVDA","information tech"
"659",659,0.0485847207784462,"train",NA,NA,NA,NA,"NVDA","information tech"
"660",660,0.0458581142107326,"train",NA,NA,NA,NA,"NVDA","information tech"
"661",661,0.0463267497145584,"train",NA,NA,NA,NA,"NVDA","information tech"
"662",662,0.0482012917298615,"train",NA,NA,NA,NA,"NVDA","information tech"
"663",663,0.0489255465994104,"train",NA,NA,NA,NA,"NVDA","information tech"
"664",664,0.0476048465431741,"train",NA,NA,NA,NA,"NVDA","information tech"
"665",665,0.0493515788756156,"train",NA,NA,NA,NA,"NVDA","information tech"
"666",666,0.0533562822719449,"train",NA,NA,NA,NA,"NVDA","information tech"
"667",667,0.0513113273461598,"train",NA,NA,NA,NA,"NVDA","information tech"
"668",668,0.0539953306862528,"train",NA,NA,NA,NA,"NVDA","information tech"
"669",669,0.0566367307987253,"train",NA,NA,NA,NA,"NVDA","information tech"
"670",670,0.0580426373102026,"train",NA,NA,NA,NA,"NVDA","information tech"
"671",671,0.0591929244559568,"train",NA,NA,NA,NA,"NVDA","information tech"
"672",672,0.0598319728702647,"train",NA,NA,NA,NA,"NVDA","information tech"
"673",673,0.0594059405940594,"train",NA,NA,NA,NA,"NVDA","information tech"
"674",674,0.0605988309674341,"train",NA,NA,NA,NA,"NVDA","information tech"
"675",675,0.0608118471055367,"train",NA,NA,NA,NA,"NVDA","information tech"
"676",676,0.0649017569571071,"train",NA,NA,NA,NA,"NVDA","information tech"
"677",677,0.0651999795504507,"train",NA,NA,NA,NA,"NVDA","information tech"
"678",678,0.0670319183381333,"train",NA,NA,NA,NA,"NVDA","information tech"
"679",679,0.0668189022000307,"train",NA,NA,NA,NA,"NVDA","information tech"
"680",680,0.0666484892895486,"train",NA,NA,NA,NA,"NVDA","information tech"
"681",681,0.0651147730952097,"train",NA,NA,NA,NA,"NVDA","information tech"
"682",682,0.0693324926296416,"train",NA,NA,NA,NA,"NVDA","information tech"
"683",683,0.0701419539544316,"train",NA,NA,NA,NA,"NVDA","information tech"
"684",684,0.0695881119953648,"train",NA,NA,NA,NA,"NVDA","information tech"
"685",685,0.0695029055401237,"train",NA,NA,NA,NA,"NVDA","information tech"
"686",686,0.0704827797753958,"train",NA,NA,NA,NA,"NVDA","information tech"
"687",687,0.0662650602409639,"train",NA,NA,NA,NA,"NVDA","information tech"
"688",688,0.06920468294678,"train",NA,NA,NA,NA,"NVDA","information tech"
"689",689,0.0706105894582574,"train",NA,NA,NA,NA,"NVDA","information tech"
"690",690,0.0697585249058469,"train",NA,NA,NA,NA,"NVDA","information tech"
"691",691,0.0677561732076822,"train",NA,NA,NA,NA,"NVDA","information tech"
"692",692,0.0663928699238254,"train",NA,NA,NA,NA,"NVDA","information tech"
"693",693,0.0827525093301068,"train",NA,NA,NA,NA,"NVDA","information tech"
"694",694,0.0821560641434195,"train",NA,NA,NA,NA,"NVDA","information tech"
