"error","timepoint","model","stock","stock_type"
0.0110930743401371,142,"Linear","JNJ","health care"
0.00052489712125717,142,"GP","JNJ","health care"
0.0111703361996038,143,"Linear","JNJ","health care"
0.000401253578669282,143,"GP","JNJ","health care"
0.00777574558434318,144,"Linear","JNJ","health care"
5.12014621405238e-06,144,"GP","JNJ","health care"
0.00777806959267631,145,"Linear","JNJ","health care"
9.68643365298395e-06,145,"GP","JNJ","health care"
0.00880663062561934,146,"Linear","JNJ","health care"
0.000110833919502703,146,"GP","JNJ","health care"
0.00598108020838722,147,"Linear","JNJ","health care"
0.000113690854884244,147,"GP","JNJ","health care"
0.00891840365581693,148,"Linear","JNJ","health care"
0.000299111243055174,148,"GP","JNJ","health care"
0.00565187044424736,149,"Linear","JNJ","health care"
2.19893825101153e-06,149,"GP","JNJ","health care"
0.00346623290325183,150,"Linear","JNJ","health care"
6.08474825444509e-06,150,"GP","JNJ","health care"
0.00472670551541339,151,"Linear","JNJ","health care"
3.52940558515983e-05,151,"GP","JNJ","health care"
0.00790412031212519,152,"Linear","JNJ","health care"
0.00066429667761423,152,"GP","JNJ","health care"
0.00510555199225588,153,"Linear","JNJ","health care"
0.000130914612142902,153,"GP","JNJ","health care"
0.010273789553972,154,"Linear","JNJ","health care"
0.00170322957768154,154,"GP","JNJ","health care"
0.00856117560888146,155,"Linear","JNJ","health care"
0.00108557907398688,155,"GP","JNJ","health care"
0.00796087193237875,156,"Linear","JNJ","health care"
0.000880232059365673,156,"GP","JNJ","health care"
0.0125874042990026,157,"Linear","JNJ","health care"
0.00333991778785673,157,"GP","JNJ","health care"
0.0132272610600176,158,"Linear","JNJ","health care"
0.00255246201586293,158,"GP","JNJ","health care"
0.0161012853662002,159,"Linear","JNJ","health care"
0.00505438159823077,159,"GP","JNJ","health care"
0.0153125300031831,160,"Linear","JNJ","health care"
0.00435685454288719,160,"GP","JNJ","health care"
0.00908368525478402,161,"Linear","JNJ","health care"
0.00160862191042333,161,"GP","JNJ","health care"
0.00551421707687739,162,"Linear","JNJ","health care"
0.000247619619521121,162,"GP","JNJ","health care"
0.00469791055224514,163,"Linear","JNJ","health care"
2.84805154964131e-05,163,"GP","JNJ","health care"
0.00419505989436415,164,"Linear","JNJ","health care"
0.000288958252736082,164,"GP","JNJ","health care"
0.00370547378329274,165,"Linear","JNJ","health care"
3.64356020995302e-05,165,"GP","JNJ","health care"
0.00191753605466367,166,"Linear","JNJ","health care"
2.63586459454482e-05,166,"GP","JNJ","health care"
0.00154269854146473,167,"Linear","JNJ","health care"
0.000125903756843837,167,"GP","JNJ","health care"
0.00212103321359338,168,"Linear","JNJ","health care"
2.23338120409013e-05,168,"GP","JNJ","health care"
0.00384661407399588,169,"Linear","JNJ","health care"
0.00092499310834911,169,"GP","JNJ","health care"
0.00538690566137269,170,"Linear","JNJ","health care"
0.00210520708705009,170,"GP","JNJ","health care"
0.00697118837093964,171,"Linear","JNJ","health care"
0.00204050936528805,171,"GP","JNJ","health care"
0.00753770434742865,172,"Linear","JNJ","health care"
0.0020821957693224,172,"GP","JNJ","health care"
0.00746883973413505,173,"Linear","JNJ","health care"
0.00341080072148839,173,"GP","JNJ","health care"
0.00788119044155767,174,"Linear","JNJ","health care"
0.00340806053692406,174,"GP","JNJ","health care"
0.00886355308441624,175,"Linear","JNJ","health care"
0.00305280747256562,175,"GP","JNJ","health care"
0.0171930458756058,176,"Linear","JNJ","health care"
0.00838781179844745,176,"GP","JNJ","health care"
0.0175923617607997,177,"Linear","JNJ","health care"
0.00996827197006412,177,"GP","JNJ","health care"
0.0159188991787006,178,"Linear","JNJ","health care"
0.00796592982579968,178,"GP","JNJ","health care"
0.0146321008413753,179,"Linear","JNJ","health care"
0.00595665227652828,179,"GP","JNJ","health care"
0.0339466654695496,180,"Linear","JNJ","health care"
0.0195620576032808,180,"GP","JNJ","health care"
0.0329757751503723,181,"Linear","JNJ","health care"
0.0182323438993489,181,"GP","JNJ","health care"
0.0396642705073013,182,"Linear","JNJ","health care"
0.021656684358909,182,"GP","JNJ","health care"
0.041175062478531,183,"Linear","JNJ","health care"
0.0204932074150443,183,"GP","JNJ","health care"
0.0477358993636939,184,"Linear","JNJ","health care"
0.0236470394216208,184,"GP","JNJ","health care"
0.0361012894106712,185,"Linear","JNJ","health care"
0.014123928494354,185,"GP","JNJ","health care"
0.0398264150152312,186,"Linear","JNJ","health care"
0.0154296291424594,186,"GP","JNJ","health care"
0.0360937263209185,187,"Linear","JNJ","health care"
0.0120557916066848,187,"GP","JNJ","health care"
0.0354975999476807,188,"Linear","JNJ","health care"
0.0108457534113177,188,"GP","JNJ","health care"
0.026496050578748,189,"Linear","JNJ","health care"
0.00553555086367581,189,"GP","JNJ","health care"
0.0235904374833289,190,"Linear","JNJ","health care"
0.00337747203263501,190,"GP","JNJ","health care"
0.0257241483291485,191,"Linear","JNJ","health care"
0.00414949675611713,191,"GP","JNJ","health care"
0.0251652277424373,192,"Linear","JNJ","health care"
0.00397600305588756,192,"GP","JNJ","health care"
0.0254846370531185,193,"Linear","JNJ","health care"
0.0039258754857084,193,"GP","JNJ","health care"
0.023770488641079,194,"Linear","JNJ","health care"
0.00261438204251501,194,"GP","JNJ","health care"
0.0234916654806311,195,"Linear","JNJ","health care"
0.00246267610739001,195,"GP","JNJ","health care"
0.0301161429086766,196,"Linear","JNJ","health care"
0.00538320091654536,196,"GP","JNJ","health care"
0.0253107609292485,197,"Linear","JNJ","health care"
0.00219782284992516,197,"GP","JNJ","health care"
0.0216589937854226,198,"Linear","JNJ","health care"
0.00131136881895282,198,"GP","JNJ","health care"
0.0221705699646672,199,"Linear","JNJ","health care"
0.00112632658123094,199,"GP","JNJ","health care"
0.0207813952201525,200,"Linear","JNJ","health care"
0.00103805192726005,200,"GP","JNJ","health care"
0.0189841142531566,201,"Linear","JNJ","health care"
0.00071114758797954,201,"GP","JNJ","health care"
0.0178567314427712,202,"Linear","JNJ","health care"
0.000590569152298588,202,"GP","JNJ","health care"
0.0145658953010435,203,"Linear","JNJ","health care"
8.82123126704956e-06,203,"GP","JNJ","health care"
0.0141114863953382,204,"Linear","JNJ","health care"
1.79498163984275e-07,204,"GP","JNJ","health care"
0.0152522954054104,205,"Linear","JNJ","health care"
0.00026641439020248,205,"GP","JNJ","health care"
0.0116896264943085,206,"Linear","JNJ","health care"
8.37668162395543e-07,206,"GP","JNJ","health care"
0.0137181060518989,207,"Linear","JNJ","health care"
9.49516855759182e-05,207,"GP","JNJ","health care"
0.0137916703603655,208,"Linear","JNJ","health care"
6.03150474488442e-05,208,"GP","JNJ","health care"
0.020423818575022,209,"Linear","JNJ","health care"
0.00141066228291532,209,"GP","JNJ","health care"
0.019325227291882,210,"Linear","JNJ","health care"
0.000992933012258544,210,"GP","JNJ","health care"
0.0172708982365074,211,"Linear","JNJ","health care"
0.000561790447990906,211,"GP","JNJ","health care"
0.0194279418364407,212,"Linear","JNJ","health care"
0.000913831695249485,212,"GP","JNJ","health care"
0.01563723397411,213,"Linear","JNJ","health care"
0.00034285684704116,213,"GP","JNJ","health care"
0.0177348788908732,214,"Linear","JNJ","health care"
0.000642199741651905,214,"GP","JNJ","health care"
0.0228935167886197,215,"Linear","JNJ","health care"
0.0019615875135409,215,"GP","JNJ","health care"
0.0184501108851199,216,"Linear","JNJ","health care"
0.000888318684312688,216,"GP","JNJ","health care"
0.020397155242333,217,"Linear","JNJ","health care"
0.00129094501702612,217,"GP","JNJ","health care"
0.0223115277577475,218,"Linear","JNJ","health care"
0.00185373113309239,218,"GP","JNJ","health care"
0.0283628118589138,219,"Linear","JNJ","health care"
0.00367181291820928,219,"GP","JNJ","health care"
0.0293455160993313,220,"Linear","JNJ","health care"
0.00383194495462753,220,"GP","JNJ","health care"
0.0234554219665021,221,"Linear","JNJ","health care"
0.00178251879198002,221,"GP","JNJ","health care"
0.0266484465998545,222,"Linear","JNJ","health care"
0.00266630131774614,222,"GP","JNJ","health care"
0.02343669546378,223,"Linear","JNJ","health care"
0.00173145464973779,223,"GP","JNJ","health care"
0.0230341475667717,224,"Linear","JNJ","health care"
0.00182306580280248,224,"GP","JNJ","health care"
0.0202219858457132,225,"Linear","JNJ","health care"
0.000853020103609169,225,"GP","JNJ","health care"
0.019549275783579,226,"Linear","JNJ","health care"
0.0007016771587794,226,"GP","JNJ","health care"
0.0158486533023126,227,"Linear","JNJ","health care"
0.000164929141859891,227,"GP","JNJ","health care"
0.01550555883918,228,"Linear","JNJ","health care"
0.00015395630555654,228,"GP","JNJ","health care"
0.0169436377209198,229,"Linear","JNJ","health care"
0.000494764631955484,229,"GP","JNJ","health care"
0.0166560655329317,230,"Linear","JNJ","health care"
0.000331328751574113,230,"GP","JNJ","health care"
0.0135816623961957,231,"Linear","JNJ","health care"
7.8759462887973e-05,231,"GP","JNJ","health care"
0.0118538000846142,232,"Linear","JNJ","health care"
0.000101243150862727,232,"GP","JNJ","health care"
0.0159412548168723,233,"Linear","JNJ","health care"
0.000394367228450465,233,"GP","JNJ","health care"
0.0156653888551096,234,"Linear","JNJ","health care"
0.000372002827288188,234,"GP","JNJ","health care"
0.0196432845397657,235,"Linear","JNJ","health care"
0.00202531279843571,235,"GP","JNJ","health care"
0.020057474418625,236,"Linear","JNJ","health care"
0.00139292975261553,236,"GP","JNJ","health care"
0.0294296853490321,237,"Linear","JNJ","health care"
0.0048592272449873,237,"GP","JNJ","health care"
0.0282598571867547,238,"Linear","JNJ","health care"
0.00392260846473575,238,"GP","JNJ","health care"
0.0317856909339261,239,"Linear","JNJ","health care"
0.00622563400439781,239,"GP","JNJ","health care"
0.036287793266719,240,"Linear","JNJ","health care"
0.00718491235493415,240,"GP","JNJ","health care"
0.0417996257169001,241,"Linear","JNJ","health care"
0.0092493023477175,241,"GP","JNJ","health care"
0.0419782448482768,242,"Linear","JNJ","health care"
0.00871842615592738,242,"GP","JNJ","health care"
0.041146386214925,243,"Linear","JNJ","health care"
0.00800678196773731,243,"GP","JNJ","health care"
0.0431336995878307,244,"Linear","JNJ","health care"
0.00904412921340172,244,"GP","JNJ","health care"
0.0471699262252666,245,"Linear","JNJ","health care"
0.00988345188693677,245,"GP","JNJ","health care"
0.0166853140876089,246,"Linear","JNJ","health care"
9.6604217430273e-05,246,"GP","JNJ","health care"
0.0172916840161434,247,"Linear","JNJ","health care"
0.000311340632899892,247,"GP","JNJ","health care"
0.0264234312898464,248,"Linear","JNJ","health care"
0.0017421134033823,248,"GP","JNJ","health care"
0.0303662141496095,249,"Linear","JNJ","health care"
0.0038508209269939,249,"GP","JNJ","health care"
0.0226363826664407,250,"Linear","JNJ","health care"
0.000995326954479336,250,"GP","JNJ","health care"
0.0174832990546876,251,"Linear","JNJ","health care"
0.000114390170579087,251,"GP","JNJ","health care"
0.00532053188994234,252,"Linear","JNJ","health care"
0.00200119119124534,252,"GP","JNJ","health care"
0.00946881304422516,253,"Linear","JNJ","health care"
0.000378139893027241,253,"GP","JNJ","health care"
0.00412942131404557,254,"Linear","JNJ","health care"
0.00258119944415409,254,"GP","JNJ","health care"
0.00134993813791486,255,"Linear","JNJ","health care"
0.0203963280638054,255,"GP","JNJ","health care"
0.00030238629451441,256,"Linear","JNJ","health care"
0.0114605261511227,256,"GP","JNJ","health care"
0.00055389833279912,257,"Linear","JNJ","health care"
0.0120090007052169,257,"GP","JNJ","health care"
0,258,"Linear","JNJ","health care"
0,258,"GP","JNJ","health care"
0,259,"Linear","JNJ","health care"
0,259,"GP","JNJ","health care"
0.0438103640865481,1,"Linear","DE","industrials"
8.87974434999193e-05,1,"GP","DE","industrials"
0.0446405841350883,2,"Linear","DE","industrials"
4.07758567641038e-05,2,"GP","DE","industrials"
0.0466806179068443,3,"Linear","DE","industrials"
5.18913825137586e-05,3,"GP","DE","industrials"
0.0466115585542118,4,"Linear","DE","industrials"
0.000156912452778248,4,"GP","DE","industrials"
0.0493087590375809,5,"Linear","DE","industrials"
0.000463114349351902,5,"GP","DE","industrials"
0.0473754329878771,6,"Linear","DE","industrials"
0.000224668740912293,6,"GP","DE","industrials"
0.050135710173478,7,"Linear","DE","industrials"
0.000576600935951012,7,"GP","DE","industrials"
0.0548720461748684,8,"Linear","DE","industrials"
0.000877398994831962,8,"GP","DE","industrials"
0.0568471908783433,9,"Linear","DE","industrials"
0.00121451210111731,9,"GP","DE","industrials"
0.0531085688995716,10,"Linear","DE","industrials"
0.000785128299343749,10,"GP","DE","industrials"
0.0484897136233166,11,"Linear","DE","industrials"
0.000590665490576052,11,"GP","DE","industrials"
0.0483222214049192,12,"Linear","DE","industrials"
0.000374431898783611,12,"GP","DE","industrials"
0.0528881004378505,13,"Linear","DE","industrials"
0.000654112579177156,13,"GP","DE","industrials"
0.0494766534839233,14,"Linear","DE","industrials"
0.00056594517596655,14,"GP","DE","industrials"
0.0492584434560686,15,"Linear","DE","industrials"
0.00065804818320736,15,"GP","DE","industrials"
0.04072157717516,16,"Linear","DE","industrials"
5.1940536300287e-06,16,"GP","DE","industrials"
0.0440621185807017,17,"Linear","DE","industrials"
5.41688404150253e-05,17,"GP","DE","industrials"
0.0475202740289504,18,"Linear","DE","industrials"
0.000171471844410475,18,"GP","DE","industrials"
0.0470519253888288,19,"Linear","DE","industrials"
0.000483695468153988,19,"GP","DE","industrials"
0.0544719934889345,20,"Linear","DE","industrials"
0.00101311943393469,20,"GP","DE","industrials"
0.0464859797975696,21,"Linear","DE","industrials"
6.50521676409541e-05,21,"GP","DE","industrials"
0.0518360290761739,22,"Linear","DE","industrials"
0.000636362395180399,22,"GP","DE","industrials"
0.0514653152350304,23,"Linear","DE","industrials"
0.000437931012068097,23,"GP","DE","industrials"
0.0483688090401516,24,"Linear","DE","industrials"
0.000728842088025917,24,"GP","DE","industrials"
0.0489954889810064,25,"Linear","DE","industrials"
0.00063144552642467,25,"GP","DE","industrials"
0.0447453089917574,26,"Linear","DE","industrials"
7.06706405995915e-05,26,"GP","DE","industrials"
0.0458328375482972,27,"Linear","DE","industrials"
0.000369689111828049,27,"GP","DE","industrials"
0.0452922880157655,28,"Linear","DE","industrials"
0.000442465091490335,28,"GP","DE","industrials"
0.0421233902421254,29,"Linear","DE","industrials"
0.000207676123083895,29,"GP","DE","industrials"
0.0485119436396245,30,"Linear","DE","industrials"
0.00078087934462977,30,"GP","DE","industrials"
0.0478569987414571,31,"Linear","DE","industrials"
0.0009185639024569,31,"GP","DE","industrials"
0.0462549092893665,32,"Linear","DE","industrials"
0.000295276158641543,32,"GP","DE","industrials"
0.0477471406811685,33,"Linear","DE","industrials"
0.000835527579592207,33,"GP","DE","industrials"
0.0419797853990074,34,"Linear","DE","industrials"
0.000286540073210287,34,"GP","DE","industrials"
0.0422968443074073,35,"Linear","DE","industrials"
0.000295384128330729,35,"GP","DE","industrials"
0.0409735517102223,36,"Linear","DE","industrials"
7.87473177929511e-05,36,"GP","DE","industrials"
0.038447219887575,37,"Linear","DE","industrials"
8.75905639686702e-05,37,"GP","DE","industrials"
0.0313385939718623,38,"Linear","DE","industrials"
0.000111581843128158,38,"GP","DE","industrials"
0.035356954726543,39,"Linear","DE","industrials"
3.46411578516504e-06,39,"GP","DE","industrials"
0.0345070705828731,40,"Linear","DE","industrials"
3.59009518605268e-05,40,"GP","DE","industrials"
0.0379971839833592,41,"Linear","DE","industrials"
0.000257207458251932,41,"GP","DE","industrials"
0.0364898736081072,42,"Linear","DE","industrials"
0.000123733534051286,42,"GP","DE","industrials"
0.0358871675880327,43,"Linear","DE","industrials"
0.000209605899510054,43,"GP","DE","industrials"
0.0383705126829597,44,"Linear","DE","industrials"
0.000395526332122679,44,"GP","DE","industrials"
0.0370853471843478,45,"Linear","DE","industrials"
0.000160275829058509,45,"GP","DE","industrials"
0.04150239297794,46,"Linear","DE","industrials"
0.00074752018826832,46,"GP","DE","industrials"
0.0367324374290749,47,"Linear","DE","industrials"
0.000403479124088317,47,"GP","DE","industrials"
0.0376282511284584,48,"Linear","DE","industrials"
0.000581579312843744,48,"GP","DE","industrials"
0.043484451432328,49,"Linear","DE","industrials"
0.00144626803447154,49,"GP","DE","industrials"
0.0359199614435269,50,"Linear","DE","industrials"
0.00040979649232553,50,"GP","DE","industrials"
0.0306975787162941,51,"Linear","DE","industrials"
2.55167008148505e-05,51,"GP","DE","industrials"
0.0333082385199292,52,"Linear","DE","industrials"
0.00023343584725203,52,"GP","DE","industrials"
0.0318418230895699,53,"Linear","DE","industrials"
0.000164701017036739,53,"GP","DE","industrials"
0.0306941637473651,54,"Linear","DE","industrials"
7.250924837258e-05,54,"GP","DE","industrials"
0.0325038849267619,55,"Linear","DE","industrials"
0.000322708217542181,55,"GP","DE","industrials"
0.0278576405377216,56,"Linear","DE","industrials"
2.31343713935659e-05,56,"GP","DE","industrials"
0.0373995237068188,57,"Linear","DE","industrials"
0.00108671364729837,57,"GP","DE","industrials"
0.049141243119763,58,"Linear","DE","industrials"
0.0039104208675022,58,"GP","DE","industrials"
0.046121011676997,59,"Linear","DE","industrials"
0.00290564061030441,59,"GP","DE","industrials"
0.0400564675028122,60,"Linear","DE","industrials"
0.00145166418231303,60,"GP","DE","industrials"
0.0414656787779496,61,"Linear","DE","industrials"
0.00169964187941227,61,"GP","DE","industrials"
0.042603363408618,62,"Linear","DE","industrials"
0.00192208493545945,62,"GP","DE","industrials"
0.0380752887787219,63,"Linear","DE","industrials"
0.000994301629734378,63,"GP","DE","industrials"
0.0372181843025919,64,"Linear","DE","industrials"
0.00091959714588257,64,"GP","DE","industrials"
0.0418445799593041,65,"Linear","DE","industrials"
0.00164891997600221,65,"GP","DE","industrials"
0.0460317792987876,66,"Linear","DE","industrials"
0.00270727682241566,66,"GP","DE","industrials"
0.0436634549758625,67,"Linear","DE","industrials"
0.0020583645136276,67,"GP","DE","industrials"
0.047318179758657,68,"Linear","DE","industrials"
0.00251632393423998,68,"GP","DE","industrials"
0.0468013564674309,69,"Linear","DE","industrials"
0.00236372650394155,69,"GP","DE","industrials"
0.0460735987934273,70,"Linear","DE","industrials"
0.00227928886569122,70,"GP","DE","industrials"
0.0441658803350646,71,"Linear","DE","industrials"
0.00146304606242073,71,"GP","DE","industrials"
0.0467480137662434,72,"Linear","DE","industrials"
0.00231485747489808,72,"GP","DE","industrials"
0.050784910539531,73,"Linear","DE","industrials"
0.00329456620611254,73,"GP","DE","industrials"
0.0435507333049837,74,"Linear","DE","industrials"
0.00111163634627504,74,"GP","DE","industrials"
0.0408897402117338,75,"Linear","DE","industrials"
0.000860678109367611,75,"GP","DE","industrials"
0.0806079841733687,76,"Linear","DE","industrials"
0.011750992942736,76,"GP","DE","industrials"
0.084622500249314,77,"Linear","DE","industrials"
0.013704361809685,77,"GP","DE","industrials"
0.0864041103630124,78,"Linear","DE","industrials"
0.01167844400379,78,"GP","DE","industrials"
0.0895726855106692,79,"Linear","DE","industrials"
0.0133026272147608,79,"GP","DE","industrials"
0.0867766758180493,80,"Linear","DE","industrials"
0.0105880444954596,80,"GP","DE","industrials"
0.0882138729067786,81,"Linear","DE","industrials"
0.00988830253371078,81,"GP","DE","industrials"
0.0843915487256482,82,"Linear","DE","industrials"
0.00789922269453128,82,"GP","DE","industrials"
0.0848795783107226,83,"Linear","DE","industrials"
0.00608690333295322,83,"GP","DE","industrials"
0.0977409625085347,84,"Linear","DE","industrials"
0.0100559720617029,84,"GP","DE","industrials"
0.0982772670862353,85,"Linear","DE","industrials"
0.00916043917286298,85,"GP","DE","industrials"
0.10014124856127,86,"Linear","DE","industrials"
0.00855913039090246,86,"GP","DE","industrials"
0.0975801530607119,87,"Linear","DE","industrials"
0.00698597423765076,87,"GP","DE","industrials"
0.0983041780472594,88,"Linear","DE","industrials"
0.00694049654594789,88,"GP","DE","industrials"
0.102016755554788,89,"Linear","DE","industrials"
0.00573784377979815,89,"GP","DE","industrials"
0.100883817734434,90,"Linear","DE","industrials"
0.00625482929806351,90,"GP","DE","industrials"
0.100395524808624,91,"Linear","DE","industrials"
0.00411578025893581,91,"GP","DE","industrials"
0.102269463711145,92,"Linear","DE","industrials"
0.00513441731478919,92,"GP","DE","industrials"
0.101516282164361,93,"Linear","DE","industrials"
0.0037796774473255,93,"GP","DE","industrials"
0.100323065505157,94,"Linear","DE","industrials"
0.00236875054685174,94,"GP","DE","industrials"
0.109437042146684,95,"Linear","DE","industrials"
0.00456608062692835,95,"GP","DE","industrials"
0.102633362041225,96,"Linear","DE","industrials"
0.00257379185877413,96,"GP","DE","industrials"
0.0958227454010648,97,"Linear","DE","industrials"
0.00136331931495623,97,"GP","DE","industrials"
0.087420966741516,98,"Linear","DE","industrials"
0.00231945906233193,98,"GP","DE","industrials"
0.0813664794772091,99,"Linear","DE","industrials"
1.98236229095031e-05,99,"GP","DE","industrials"
0.0792323454399505,100,"Linear","DE","industrials"
9.05450159403195e-07,100,"GP","DE","industrials"
0.0771896209037236,101,"Linear","DE","industrials"
0.000178158548589202,101,"GP","DE","industrials"
0.0692525460436139,102,"Linear","DE","industrials"
7.16427335911694e-06,102,"GP","DE","industrials"
0.0766304678368775,103,"Linear","DE","industrials"
3.49161025135892e-05,103,"GP","DE","industrials"
0.0676246357785601,104,"Linear","DE","industrials"
0.000296006293009953,104,"GP","DE","industrials"
0.0760805922365109,105,"Linear","DE","industrials"
4.36209525123932e-06,105,"GP","DE","industrials"
0.0831400071650539,106,"Linear","DE","industrials"
0.000304588724696903,106,"GP","DE","industrials"
0.0862519366520176,107,"Linear","DE","industrials"
0.000478652937768657,107,"GP","DE","industrials"
0.082587275415849,108,"Linear","DE","industrials"
0.000157685856402507,108,"GP","DE","industrials"
0.0910563225136097,109,"Linear","DE","industrials"
0.000747852454236608,109,"GP","DE","industrials"
0.0995889108343593,110,"Linear","DE","industrials"
0.00156657055699228,110,"GP","DE","industrials"
0.0982839135941713,111,"Linear","DE","industrials"
0.00135659139258291,111,"GP","DE","industrials"
0.0709179614295386,112,"Linear","DE","industrials"
0.000124880988894085,112,"GP","DE","industrials"
0.0754245972886064,113,"Linear","DE","industrials"
3.25502362654307e-06,113,"GP","DE","industrials"
0.0806783794614001,114,"Linear","DE","industrials"
8.91242875685619e-05,114,"GP","DE","industrials"
0.0823636298661783,115,"Linear","DE","industrials"
0.000138353990878912,115,"GP","DE","industrials"
0.0829008342123311,116,"Linear","DE","industrials"
0.00017730031073163,116,"GP","DE","industrials"
0.0834955370880603,117,"Linear","DE","industrials"
0.000219364968151068,117,"GP","DE","industrials"
0.0787675898852371,118,"Linear","DE","industrials"
1.99482135155783e-05,118,"GP","DE","industrials"
0.0789663604259864,119,"Linear","DE","industrials"
0.00014472872649386,119,"GP","DE","industrials"
0.0828752559790693,120,"Linear","DE","industrials"
0.000218857348881897,120,"GP","DE","industrials"
0.0901457219740042,121,"Linear","DE","industrials"
0.00094807228120772,121,"GP","DE","industrials"
0.0889344737382191,122,"Linear","DE","industrials"
0.00107913312466293,122,"GP","DE","industrials"
0.0919435720934337,123,"Linear","DE","industrials"
0.00164055325925981,123,"GP","DE","industrials"
0.09406643029431,124,"Linear","DE","industrials"
0.00134734344632313,124,"GP","DE","industrials"
0.0894836636290772,125,"Linear","DE","industrials"
0.00146622459309411,125,"GP","DE","industrials"
0.0977571093931935,126,"Linear","DE","industrials"
0.00122592087922226,126,"GP","DE","industrials"
0.0922160102196014,127,"Linear","DE","industrials"
0.00164348193102154,127,"GP","DE","industrials"
0.0947098289753036,128,"Linear","DE","industrials"
0.00214906485863187,128,"GP","DE","industrials"
0.0954222998857896,129,"Linear","DE","industrials"
0.00124523123238671,129,"GP","DE","industrials"
0.0959481239915562,130,"Linear","DE","industrials"
0.000944301489074862,130,"GP","DE","industrials"
0.108343147292168,131,"Linear","DE","industrials"
0.00306979225918317,131,"GP","DE","industrials"
0.110050045910749,132,"Linear","DE","industrials"
0.0035290198413614,132,"GP","DE","industrials"
0.0806361250196793,133,"Linear","DE","industrials"
0.000107420812978299,133,"GP","DE","industrials"
0.0739639780624737,134,"Linear","DE","industrials"
5.40814629157701e-06,134,"GP","DE","industrials"
0.0838617869080628,135,"Linear","DE","industrials"
0.00109211634130345,135,"GP","DE","industrials"
0.0753269502578862,136,"Linear","DE","industrials"
5.091228903134e-05,136,"GP","DE","industrials"
0.0717185997569049,137,"Linear","DE","industrials"
0.000152381348181435,137,"GP","DE","industrials"
0.057653236106981,138,"Linear","DE","industrials"
7.81827797648493e-05,138,"GP","DE","industrials"
0.0296522597194232,139,"Linear","DE","industrials"
0.00897236995884095,139,"GP","DE","industrials"
0.0267304433097392,140,"Linear","DE","industrials"
0.00815160680155983,140,"GP","DE","industrials"
0.0297120216575863,141,"Linear","DE","industrials"
0.00661510207479751,141,"GP","DE","industrials"
0.0260047355645154,142,"Linear","DE","industrials"
0.00510594087141039,142,"GP","DE","industrials"
0.0226162780346834,143,"Linear","DE","industrials"
0.0100588986031011,143,"GP","DE","industrials"
0.0236215675693209,144,"Linear","DE","industrials"
0.00437312373832832,144,"GP","DE","industrials"
0.0237712209911002,145,"Linear","DE","industrials"
0.0032434539339281,145,"GP","DE","industrials"
0.0233349512496994,146,"Linear","DE","industrials"
0.00437287114992816,146,"GP","DE","industrials"
0.0219133468083494,147,"Linear","DE","industrials"
0.00291165890294771,147,"GP","DE","industrials"
0.0230268427739287,148,"Linear","DE","industrials"
0.00048371648605964,148,"GP","DE","industrials"
0.0234520296881249,149,"Linear","DE","industrials"
0.000539534192159942,149,"GP","DE","industrials"
0.0214055055229907,150,"Linear","DE","industrials"
0.00122602307489522,150,"GP","DE","industrials"
0.0232663658254467,151,"Linear","DE","industrials"
0.000978578744715754,151,"GP","DE","industrials"
0.0233849636179221,152,"Linear","DE","industrials"
0.000267391382318218,152,"GP","DE","industrials"
0.0262223397345279,153,"Linear","DE","industrials"
6.56756519457163e-05,153,"GP","DE","industrials"
0.028057425861333,154,"Linear","DE","industrials"
7.39206097658632e-05,154,"GP","DE","industrials"
0.0256052993443952,155,"Linear","DE","industrials"
7.46992887841159e-05,155,"GP","DE","industrials"
0.0257210799557426,156,"Linear","DE","industrials"
0.000420159618905937,156,"GP","DE","industrials"
0.0287857695338469,157,"Linear","DE","industrials"
0.000167280368234784,157,"GP","DE","industrials"
0.0307324409568215,158,"Linear","DE","industrials"
0.00179029409517251,158,"GP","DE","industrials"
0.0336124499204552,159,"Linear","DE","industrials"
0.00108475192311185,159,"GP","DE","industrials"
0.0460130477765907,160,"Linear","DE","industrials"
0.0075588783259405,160,"GP","DE","industrials"
0.0494177411859905,161,"Linear","DE","industrials"
0.00724722741760468,161,"GP","DE","industrials"
0.0527470314994165,162,"Linear","DE","industrials"
0.00689866087301092,162,"GP","DE","industrials"
0.0476783315500999,163,"Linear","DE","industrials"
0.00363561369923059,163,"GP","DE","industrials"
0.0473537615846219,164,"Linear","DE","industrials"
0.00594760453363636,164,"GP","DE","industrials"
0.0448389536344259,165,"Linear","DE","industrials"
0.0049317196085516,165,"GP","DE","industrials"
0.0446181907841891,166,"Linear","DE","industrials"
0.00548728184640969,166,"GP","DE","industrials"
0.0456755829283919,167,"Linear","DE","industrials"
0.00467438473201972,167,"GP","DE","industrials"
0.0538909152672795,168,"Linear","DE","industrials"
0.00589205008134084,168,"GP","DE","industrials"
0.0616031784486299,169,"Linear","DE","industrials"
0.0105816747373613,169,"GP","DE","industrials"
0.0651650777479114,170,"Linear","DE","industrials"
0.0106954647518799,170,"GP","DE","industrials"
0.0657962395754422,171,"Linear","DE","industrials"
0.0115706859891139,171,"GP","DE","industrials"
0.0636151634253467,172,"Linear","DE","industrials"
0.0112011117257871,172,"GP","DE","industrials"
0.0636856640359059,173,"Linear","DE","industrials"
0.00976295453956883,173,"GP","DE","industrials"
0.0657462982861686,174,"Linear","DE","industrials"
0.0102477492192218,174,"GP","DE","industrials"
